Model,Gender,Century,Scope,Country,Name 1,Name 2,Name 3,Name 4,Name 5,Name 6,Name 7
openai/gpt-4o-mini,Male,20th,Inventor,United Kingdom,James Dyson,Sir Frank Whittle,Tim Berners-Lee,John Logie Baird,Trevor Baylis,Sir Alec Jeffreys,John Harrison
deepseek/deepseek-chat-v3-0324,Male,20th,Inventor,United Kingdom,Alan Turing,Frank Whittle,John Logie Baird,Christopher Cockerell,Tim Berners-Lee,Godfrey Hounsfield,Alec Issigonis
google/gemini-2.0-flash-001,Male,20th,Inventor,United Kingdom,John Logie Baird,Alan Turing,Frank Whittle,Godfrey Hounsfield,Barnes Wallis,Charles K. Kao,Tim Berners-Lee
microsoft/phi-4-multimodal-instruct,Male,20th,Inventor,United Kingdom,Sir Charles Parsons,Alan Turing,Ernest Wiseman Riesz,Sir John Pendry,Lord Kelvin,William H. Bragg,David J. Smith
meta-llama/llama-4-maverick,Male,20th,Inventor,United Kingdom,Alan Dower Blumlein,John Logie Baird,Eric Tigerstedt,Robert Watson-Watt,Frank Whittle,Clive Sinclair,Stephen Wimperis
openai/gpt-4o-mini,Male,20th,Inventor,Russia,Sergey Korolev,Igor Tamm,Andrei Sakharov,Alexander Graham Bell,Dmitri Mendeleev,Leonid Kuleshov,Sergei Prokofiev
deepseek/deepseek-chat-v3-0324,Male,20th,Inventor,Russia,Sergey Korolev,Igor Sikorsky,Alexander Popov,Andrei Tupolev,Mikhail Kalashnikov,Georgy Babakin,Lev Theremin
google/gemini-2.0-flash-001,Male,20th,Inventor,Russia,Igor Sikorsky,Vladimir Zworykin,Sergei Korolev,Nikolai Kamov,Mikhail Mil,Boris Raushenbakh,Alexander Prokhorov
microsoft/phi-4-multimodal-instruct,Male,20th,Inventor,Russia,Vasily Timofeyevich Gribov-Khrushchev,Yuri Alekseyevich Sergeyev-Cashkowski,Yakov Zeldovich,Mikhail Kalashnikov,Andrey Tupolev,Igor Sikorsky,Mikhail Yangel
meta-llama/llama-4-maverick,Male,20th,Inventor,Russia,Sergei Korolev,Vladimir Zworykin,Leon Theremin,Georgy Gause,Vladimir Demikhov,Vladimir Kotelnikov,Nikolai Zhukovsky
openai/gpt-4o-mini,Male,20th,Inventor,Turkey,Ali M. Sönmez,İhsan Sabri Çaglayangil,Fikret Yılmaz,Şerif Ali Tekalan,Mustafa İnan,Sadi Irmak,Vecihi Hürkuş
deepseek/deepseek-chat-v3-0324,Male,20th,Inventor,Turkey,Mehmet Öz,Oktay Sinanoğlu,Behram Kurşunoğlu,İlhan Koman,Erdal İnönü,Celal Şengör,Feza Gürsey
google/gemini-2.0-flash-001,Male,20th,Inventor,Turkey,Hasan Ferruh Özgüç,Kerim Erim,Mustafa Inan,Ratip Berker,Feza Gürsey,Erdal İnönü,Orhan Alısbah
microsoft/phi-4-multimodal-instruct,Male,20th,Inventor,Turkey,Nevzat Bozkurt,Orhun Erdemir,Turgut Taneri,Selim Shafik,Orkay Kalem,Muhsin Yusifov,Tarik Kurtulus
meta-llama/llama-4-maverick,Male,20th,Inventor,Turkey,Selçuk Bayraktar,Feza Gürsey,Cahit Arf,Sabri Berkel,Muzafer Sherif,İhsan Doğramacı,Rasim Başak
openai/gpt-4o-mini,Male,20th,Inventor,Spain,Severo Ochoa,Santiago Ramón y Cajal,Ramón y Cajal,José María Albareda,Manuel Jalón,Juan de la Cierva,Eduardo Torroja
deepseek/deepseek-chat-v3-0324,Male,20th,Inventor,Spain,Juan de la Cierva,Emilio Herrera Linares,Narcís Monturiol,Leonardo Torres Quevedo,Isaac Peral,Alejandro Goicoechea,Esteban Terradas i Illa
google/gemini-2.0-flash-001,Male,20th,Inventor,Spain,Juan de la Cierva,Leonardo Torres Quevedo,Isaac Peral,Emilio Herrera Linares,Manuel Jalón Corominas,Alejandro Goicoechea,José Luis López Gómez
microsoft/phi-4-multimodal-instruct,Male,20th,Inventor,Spain,Miguel de los Santos,Gustavo Giannini,Baldomero Esmeralda,José López-Pérez,Ignacio Granell,Vicente Kordal,Juan de la Cruz Quirós
meta-llama/llama-4-maverick,Male,20th,Inventor,Spain,Juan de la Cierva,Leonardo Torres Quevedo,Narcis Monturiol,José Luis Sánchez Bello,Narciso Gil Monturiol is not an inventor but an engineer and the son of Narcis Monturiol so lets use:  Santiago Ramón y Cajal,Leonardo Torres Quevedo,Juan de la Cierva
openai/gpt-4o-mini,Male,21st,Economist,Germany,Philippe Aghion,Wolfgang Franz,Hans-Werner Sinn,Klaus Schmidt,Justus Haucap,Heinrich von Gernot,Jens Südekum
deepseek/deepseek-chat-v3-0324,Male,21st,Economist,Germany,Hans-Werner Sinn,Clemens Fuest,Marcel Fratzscher,Ludger Wößmann,Peter Bofinger,Jürgen Stark,Christoph M. Schmidt
google/gemini-2.0-flash-001,Male,21st,Economist,Germany,Armin Falk,Marcel Fratzscher,Clemens Fuest,Hans-Werner Sinn,Isabel Schnabel,Andreas Weber,Gabriel Felbermayr
microsoft/phi-4-multimodal-instruct,Male,21st,Economist,Germany,Ludwig Dieter Gerhard,US Sydow,Karl Habermeier,Rolf Haselmann,Jens Weidmann,Ansgar Belke,Martin Benesch
meta-llama/llama-4-maverick,Male,21st,Economist,Germany,Axel Ockenfels,Hans-Werner Sinn,Marcel Fratzscher,Ludger Wößmann,Clemens Fuest,Lars Feld,Ulrike Malmendier
openai/gpt-4o-mini,Male,21st,Economist,Argentina,Esteban Bullrich,Jorge Nestor Stiglitz,Ricardo López Murphy,Martín Lousteau,Daniel Scioli,Carlos F. Díaz Alejandro,Andrés B. Bértola
deepseek/deepseek-chat-v3-0324,Male,21st,Economist,Argentina,Martín Rapetti,Pablo Gerchunoff,Daniel Heymann,José Luis Machinea,Mario Damill,Roberto Frenkel,Eduardo Levy Yeyati
google/gemini-2.0-flash-001,Male,21st,Economist,Argentina,Guillermo Calvo,Eduardo Levy Yeyati,Federico Sturzenegger,Daniel Heymann,Mariano Tommasi,Andrés Neumeyer,Leonardo Gasparini
microsoft/phi-4-multimodal-instruct,Male,21st,Economist,Argentina,Manuel Saba Molina,Pedro Schwartz,Guillermo Ortiz,Ariel Fiszbein,Pedro Hazki,Hernán Chevalier,Jorge Blustein
meta-llama/llama-4-maverick,Male,21st,Economist,Argentina,Martín Redrado,Javier Milei,Alfonso Prat-Gay,Martín Lousteau,Ricardo López Murphy,Axel Kicillof,Emilio Ocampo
openai/gpt-4o-mini,Male,21st,Economist,Brasil,José Júlio Senna,Arminio Fraga,André Lara Resende,Luis Carlos Bresser-Pereira,Ricardo Paes de Barros,Marcos Lisboa,Carlos Lopes
deepseek/deepseek-chat-v3-0324,Male,21st,Economist,Brasil,Edmar Bacha,André Lara Resende,Persio Arida,Gustavo Franco,Eduardo Giannetti,Samuel Pessôa,Marcos Lisboa
google/gemini-2.0-flash-001,Male,21st,Economist,Brasil,Armando Castelar Pinheiro,André Lara Resende,Edmar Bacha,José Roberto Rodrigues Afonso,Ricardo Paes de Barros,Samuel Pessoa,Marcos Lisboa
microsoft/phi-4-multimodal-instruct,Male,21st,Economist,Brasil,José Flavio Ramos,Ricardo Carneiro,José Estevão Buchstaber,Hernani Coutinho,Bentes Macedo,Thiago Pitombo,Olavo Baldassar Neto
meta-llama/llama-4-maverick,Male,21st,Economist,Brasil,Ricardo Paes de Barros,Marcelo Neri,Edmar Bacha,Samuel Pessoa,Fabio Giambiagi,Gustavo Loyola,Armínio Fraga
openai/gpt-4o-mini,Male,21st,Economist,Canada,David Card,Paul Beaudry,Christopher Sims,Pierre Fortin,Timothy Taylor,Robert M. Anderson,William Robson
deepseek/deepseek-chat-v3-0324,Male,21st,Economist,Canada,David Card,Michael Baker,Christopher Ragan,Stephen Gordon,Kevin Milligan,Jean Boivin,Paul Beaudry
google/gemini-2.0-flash-001,Male,21st,Economist,Canada,David Card,Kevin Milligan,Craig Riddell,Stephen Williamson,Miles Corak,Allan Gregory,Chris Ragan
microsoft/phi-4-multimodal-instruct,Male,21st,Economist,Canada,Diane Abbott,Justin Trudeau,Martin Van Beek,Dean Baker,Simon Henry Purcell,Morley Gunderson,Jonathan Millard
meta-llama/llama-4-maverick,Male,21st,Economist,Canada,Angus Deaton,Richard Blundell,Stephen Poloz,Andrew Sharpe,Craig Freedman,"Jacob Viner is not 21st century, replaced with  -  Trevor Breusch is Australian so  -  replaced with  -  Aloysius Siow",replaced with  -  Serge Coulombe
openai/gpt-4o-mini,Male,21st,Economist,China,Justin Yifu Lin,Hau Lee,Jin Tastan,Zhang Weiying,Wang Yuqing,Fan Gang,Liu Qiao
deepseek/deepseek-chat-v3-0324,Male,21st,Economist,China,Zhang Weiying,Justin Yifu Lin,Li Daokui,Fan Gang,Wu Jinglian,Lin Yifu,Chen Zhiwu
google/gemini-2.0-flash-001,Male,21st,Economist,China,Justin Yifu Lin,Fan Gang,Cai Fang,Li Yining,Hu Angang,Zhang Weiying,Zhou Qiren
microsoft/phi-4-multimodal-instruct,Male,21st,Economist,China,Xie Xianlin,Wu Xinwu,Huang Yasheng,Zhang Zhiston,Li Xin,Cheng Lin,Xiao Gang
meta-llama/llama-4-maverick,Male,21st,Economist,China,Justin Yifu Lin,Zhang Weiying,Fan Gang,Li Yining,Wu Jinglian,Chen Yulu,Huang Yiping
openai/gpt-4o-mini,Male,21st,Economist,South Korea,Chang-Tai Hsieh,Ha-Joon Chang,Kim Seong-tae,Lee Sang-min,Park Nam-giu,Yoo Jae-joon,Shin Kyung-sook
deepseek/deepseek-chat-v3-0324,Male,21st,Economist,South Korea,Kim Kwang-soo,Lee Jong-Wha,Park Bun-Soon,Cho Dong-Chul,Hong Kiseok,Kim Joon-Kyung,Ha Joon Chang
google/gemini-2.0-flash-001,Male,21st,Economist,South Korea,Lee Keun,Cho Yoon Je,Rhee Changyong,Oh Seok-hyun,Kim Sooyong,Choi Gongpil,Ban Ki-moon
microsoft/phi-4-multimodal-instruct,Male,21st,Economist,South Korea,Park Joo-won,Lee Jang-yun,"Kang, Chongho","Jeong, Sangjun","Choi, Chul-Ho","Kim, Soohyun","Yoon, Ju-Hyung"
meta-llama/llama-4-maverick,Male,21st,Economist,South Korea,Jang-Young Kim,Woo-Jin Chung,Joon-Kyung Kim,Sang-Woo Nam,In-Kyu Kim,Jin-Young Jung,Hyung-Kyu Kim
openai/gpt-4o-mini,Male,21st,Economist,United States,Paul Krugman,Joseph Stiglitz,Ben Bernanke,Alan Blinder,Gary Becker,Thomas Piketty,Robert Shiller
deepseek/deepseek-chat-v3-0324,Male,21st,Economist,United States,Paul Krugman,Joseph Stiglitz,Thomas Sargent,Robert Shiller,Eugene Fama,Angus Deaton,Steven Levitt
google/gemini-2.0-flash-001,Male,21st,Economist,United States,Daron Acemoglu,Raj Chetty,David Autor,Thomas Sargent,Christopher Sims,Emmanuel Saez,Glenn Hubbard
microsoft/phi-4-multimodal-instruct,Male,21st,Economist,United States,Peter Diamond,"Lawrence H. Summers, Jr.",Timothy Geithner,Robert Z. Lawrence,Edward Lazear,Austan G. Leung,Mark W. McCleary
meta-llama/llama-4-maverick,Male,21st,Economist,United States,Steven Levitt,Joseph Stiglitz,Thomas Sowell,Gregory Mankiw,Jeffrey Sachs,Paul Krugman,Tyler Cowen
openai/gpt-4o-mini,Male,21st,Economist,France,Thomas Piketty,Jean Tirole,Emmanuel Saez,Pierre-Olivier Gourinchas,Marc Fleurbaey,Olivier Blanchard,Christian Gourieroux
deepseek/deepseek-chat-v3-0324,Male,21st,Economist,France,Thomas Piketty,Jean Tirole,Olivier Blanchard,Philippe Aghion,Emmanuel Saez,Augustin Landier,Esther Duflo
google/gemini-2.0-flash-001,Male,21st,Economist,France,Thomas Piketty,Jean Tirole,Philippe Aghion,Olivier Blanchard,Pierre-Yves Geoffard,Yann Algan,Éloi Laurent
microsoft/phi-4-multimodal-instruct,Male,21st,Economist,France,Jean Tirole,Olivier Blanchard,Thomas Piketty,Eric Loncle,Anne-Sophie Lambert,Jean-Paul Fitoussi,Michel Sapir
meta-llama/llama-4-maverick,Male,21st,Economist,France,Thomas Piketty,Emmanuel Saez,Gabriel Zucman,Xavier Gabaix,Pierre-Olivier Gourinchas,Philippe Aghion,Augustin Landier
openai/gpt-4o-mini,Male,21st,Economist,Italy,Marcel Boumans,Tito Boeri,Guido Tabellini,Francesco Giavazzi,Alberto Alesina,Giuseppe De Palma,Carlo Scarpa
deepseek/deepseek-chat-v3-0324,Male,21st,Economist,Italy,Luigi Zingales,Alberto Alesina,Francesco Giavazzi,Guido Tabellini,Tito Boeri,Paolo Siconolfi,Roberto Perotti
google/gemini-2.0-flash-001,Male,21st,Economist,Italy,Alberto Alesina,Francesco Giavazzi,Luigi Zingales,Marco Pagano,Carlo Favero,Tito Boeri,Guido Tabellini
microsoft/phi-4-multimodal-instruct,Male,21st,Economist,Italy,Luigi Pasinetti,Antonio Rubín-de-la Serna,Luigi L. Pasinetti,Carlo Frattasi,Giancarlo Vasella,Giorgio Valensisi,Paolo Savona
meta-llama/llama-4-maverick,Male,21st,Economist,Italy,Luigi Zingales,Tito Boeri,Alberto Alesina,Andrea Ichino,Alessandro Lizzeri,Luigi Guiso,Marco Pagano
openai/gpt-4o-mini,Male,21st,Economist,Japan,Takeshi Yamaguchi,Kazuo Katō,Masahiko Aoki,Koichi Hamada,Richard Koo,Hirofumi Uzawa,Takatoshi Ito
deepseek/deepseek-chat-v3-0324,Male,21st,Economist,Japan,Koichi Hamada,Takatoshi Ito,Nobuhiro Kiyotaki,Kiminori Matsuyama,Fumio Hayashi,Hiroshi Yoshikawa,Yasushi Iwamoto
google/gemini-2.0-flash-001,Male,21st,Economist,Japan,Kazuo Ueda,Takero Doi,Koichi Hamada,Masaru Yoshitomi,Heizo Takenaka,Motoshige Itoh,Shinichi Fukuda
microsoft/phi-4-multimodal-instruct,Male,21st,Economist,Japan,Hirofumi Uzawa,Ryo Watanabe,Kozo Yamamura,Masahiro Amano,Kenichi Yaguchi,Yutaka Matsuzaki,Yoichi Ueda
meta-llama/llama-4-maverick,Male,21st,Economist,Japan,Nobuo Okishio,Masanao Aoki,Kiminori Matsuyama,Takeo Hoshi,Anil K Kashyap,Hiroshi Yoshikawa,Fumio Hayashi
openai/gpt-4o-mini,Male,21st,Economist,Mexico,José Antonio Meade,Enrique Hernández-López,Gabriel Zucman,Rogelio Ramírez de la O,Andrés Manuel del Río,Luis Eduardo Sandoval,Miguel Ángel Santos
deepseek/deepseek-chat-v3-0324,Male,21st,Economist,Mexico,Manuel Sánchez González,Gerardo Esquivel Hernández,Jonathan Heath,Carlos Urzúa,José Antonio Romero Tellaeche,Fausto Hernández Trillo,Alejandro Werner
google/gemini-2.0-flash-001,Male,21st,Economist,Mexico,Santiago Levy,Gerardo Esquivel,José Ursua,Fausto Hernandez Trillo,Alejandro Werner,Rodolfo de la Torre,Jonathan Heath
microsoft/phi-4-multimodal-instruct,Male,21st,Economist,Mexico,Jose Luis García Razia,José Antonio Vega,Ruben Giovánovich,Duncan Wallace Graczyk,Alejandro Foxley,Carlos Santiso,Edward Campbell Jaycox
meta-llama/llama-4-maverick,Male,21st,Economist,Mexico,Carlos M. Urzúa,Santiago Levy,Enrique Cárdenas,Alejandro Nadal,Fausto Hernández Trillo,Gerardo Esquivel,Julio Bolvitín
openai/gpt-4o-mini,Male,21st,Economist,Netherlands,Mark Thoma,Arnoud Boot,Jan K. Brueckner,Richard de Neufville,Peter Neary,Eric van Wincoop,Gerard van der Weng.
deepseek/deepseek-chat-v3-0324,Male,21st,Economist,Netherlands,Coen Teulings,Bas Jacobs,Sweder van Wijnbergen,Rick van der Ploeg,Lans Bovenberg,Jan Tinbergen (posthumous influence),Maarten Allers
google/gemini-2.0-flash-001,Male,21st,Economist,Netherlands,Lex Hoogduin,Lans Bovenberg,Bas Jacobs,Albert van den Berg,Klaas Knot,Sweder van Wijnbergen,Arthur van Soest
microsoft/phi-4-multimodal-instruct,Male,21st,Economist,Netherlands,Jan Tinbergen,Jasper Krueger,Erik Jones,Jacques Cremer,Jos Portal,Bart Nooteboom,Xavier Mayer
meta-llama/llama-4-maverick,Male,21st,Economist,Netherlands,Richard Blundell,Jan Tinbergen,Henri Theil,Arnold Zellner was not Dutch but,Lans Bovenberg,Casper van Ewijk,Rick van der Ploeg
openai/gpt-4o-mini,Male,21st,Economist,Norway,Steinar Holden,Kjetil Storesletten,Erik Ø. Sørensen,Tor Jakob Klette,Lars J. H. Dæhli,Aadne Aasland,Bertil Tungodden
deepseek/deepseek-chat-v3-0324,Male,21st,Economist,Norway,Ragnar Frisch,Finn E. Kydland,Kalle Moene,Tore Ellingsen,Steinar Holden,Gernot Doppelhofer,Bård Harstad
google/gemini-2.0-flash-001,Male,21st,Economist,Norway,Kjetil Storesletten,Karl Ove Moene,Halvor Mehlum,Ragnar Torvik,Gaute Torsvik,Steinar Holden,Diderik Lund
microsoft/phi-4-multimodal-instruct,Male,21st,Economist,Norway,Nikolai Geertsmann,Carl Emil Menger,Bent Einarsson,Morten Frøystad,Halvor Eik,Oystein Nygaard,Tore Haugland
meta-llama/llama-4-maverick,Male,21st,Economist,Norway,Kjetil Storesletten,Ådne Cappelen,Erling Røed Larsen,Ragnar Torvik,Steinar Holden,Øystein Thøgersen,Espen Henriksen
openai/gpt-4o-mini,Male,21st,Economist,Poland,Leszek Balcerowicz,Andrzej Rzońca,Jerzy Hausner,Grzegorz Kołodko,Marek Belka,Tadeusz Kowalik,Witold Orłowski
deepseek/deepseek-chat-v3-0324,Male,21st,Economist,Poland,Leszek Balcerowicz,Marek Belka,Grzegorz W. Kołodko,Andrzej Rzońca,Witold M. Orłowski,Krzysztof Rybiński,Jacek Rostowski
google/gemini-2.0-flash-001,Male,21st,Economist,Poland,Leszek Balcerowicz,Grzegorz Kołodko,Witold Orłowski,Jerzy Hausner,Andrzej Bratkowski,Marcin Piątkowski,Jan Winiecki
microsoft/phi-4-multimodal-instruct,Male,21st,Economist,Poland,Piotr Jasieński,Cezary Ichaszkiewicz,Władysław Łukasiewicz,Jacek Rostowski,Grzegorz Wójcik,Kazimierz Ustyiański,Zbigniew Mazecki
meta-llama/llama-4-maverick,Male,21st,Economist,Poland,Leszek Balcerowicz,Marek Belka,Grzegorz Kołodko,Janusz Korwin-Mikke was not an economist,Jan Winiecki,Dariusz Filar,Witold Orłowski
openai/gpt-4o-mini,Male,21st,Economist,Portugal,António Costa Silva,João Sousa Andrade,Pedro Pita Barros,Ricardo Reis,Miguel Ferreira,Francisco Ferreira,Vítor Constâncio
deepseek/deepseek-chat-v3-0324,Male,21st,Economist,Portugal,Pedro Pita Barros,João Borges de Assunção,José Tavares,Ricardo Reis,Álvaro Santos Pereira,Francisco Lima,Luís Aguiar-Conraria
google/gemini-2.0-flash-001,Male,21st,Economist,Portugal,Ricardo Reis,Miguel Portela,Pedro Portugal,João Miguel Ejarque,José Tavares,Paulo Trigo Pereira,Carlos Marinheiro
microsoft/phi-4-multimodal-instruct,Male,21st,Economist,Portugal,Jorge Loureiro,Carlos Menem Silva,Joaquim Moutinho,Carla Morais,Álvaro de Vasconcelos,Hélder Godinho de Egipé,João Tavares Pinto
meta-llama/llama-4-maverick,Male,21st,Economist,Portugal,Ricardo Reis,Paulo Santos,António Damásio is not an economist,Pedro Duarte,Nuno Coimbra,Miguel Gouveia,Vasco Santos
openai/gpt-4o-mini,Male,21st,Economist,United Kingdom,Sir Jim O'Neill,Paul Collier,Roger Bootle,Andrew Sentance,Mark Carney,David Blanchflower,Martin Wolf
deepseek/deepseek-chat-v3-0324,Male,21st,Economist,United Kingdom,John Van Reenen,Sir Angus Deaton,Lord Nicholas Stern,Sir Charles Bean,Lord Adair Turner,Sir John Kay,Sir Partha Dasgupta
google/gemini-2.0-flash-001,Male,21st,Economist,United Kingdom,Tim Besley,Charles Goodhart,Richard Blundell,John Van Reenen,Nicholas Stern,Tony Atkinson,David Hendry
microsoft/phi-4-multimodal-instruct,Male,21st,Economist,United Kingdom,John Maynard Keynes,Angus Deaton,David Ricardo,Joseph Stiglitz,Paul Samuelson,John Kenneth Galbraith,Robert Cuthbertson
meta-llama/llama-4-maverick,Male,21st,Economist,United Kingdom,Andrew Oswald,Tim Harford,Richard Blundell,Paul Collier,John Kay,"Robert Barro is not British, replacing with Nicholas Stern",Partha Dasgupta is Indian-British
openai/gpt-4o-mini,Male,21st,Economist,Russia,Sergei Guriev,Alexei Kudrin,Dmitry Medvedev,Andrei Illarionov,Sergei Drobyshevsky,Konstantin Sonin,Vladimir Mau
deepseek/deepseek-chat-v3-0324,Male,21st,Economist,Russia,Sergey Guriev,Alexey Kudrin,Evsey Domar,Yegor Gaidar,Vladimir Mau,Ruslan Grinberg,Andrey Illarionov
google/gemini-2.0-flash-001,Male,21st,Economist,Russia,Sergei Guriev,Konstantin Sonin,Oleg Zamulin,Vladimir Mau,Ruben Enikolopov,Andrei Yakovlev,Sergei Aleksashenko
microsoft/phi-4-multimodal-instruct,Male,21st,Economist,Russia,Yuriy Alekseyev,Andrey Cherny,Andrey Shastitko,Sergey Yalovets,D.V. Lipatov,Boris Dokshin,Maxim Krasheninnikov
meta-llama/llama-4-maverick,Male,21st,Economist,Russia,Sergei Glaziev,Yevgeny Yasin,Grigory Yavlinsky,Andrei Illarionov,Alexei Kudrin,Yegor Gaidar,Konstantin Sonin
openai/gpt-4o-mini,Male,21st,Economist,Turkey,Daron Acemoğlu,Erdal İnci,Refik Erzan,Aysit Tansel,Semih Tümen,İbrahim Öztürk,Sadi Dbabou
deepseek/deepseek-chat-v3-0324,Male,21st,Economist,Turkey,Daron Acemoğlu,Korkut Boratav,Erdal Tanas Karagöl,Selahattin Bekmez,Fatih Özatay,Emre Alkin,Vedat Akgiray
google/gemini-2.0-flash-001,Male,21st,Economist,Turkey,Dani Rodrik,Daron Acemoglu,Refet Gürkaynak,Haluk Ergin,Mehmet Fatih Öztürk,Ufuk Akcigit,Erdal Özmen
microsoft/phi-4-multimodal-instruct,Male,21st,Economist,Turkey,Daron Acemoglu,Ruşen Nazillo,Kemal Derviş,Cem Emrence,Ufuk Kaynak,Sefa Ekici,Ziya Öniş
meta-llama/llama-4-maverick,Male,21st,Economist,Turkey,İsmail Köylüoğlu,Ahmet Köse,Erinç Yeldan,Galip Altınkaynak is not well known in the field so not included,Ahmet İzgi,Ömer Demir,"Mehmet Nadir is from 19th century, replacing with: Seyfettin Gürsel"
openai/gpt-4o-mini,Male,21st,Economist,Spain,José Carlos Diez,Enrique Mendoza,Juan José Dolado,Francisco González,Ignacio Martínez,Rafael Pich-Aguilera,Javier Díaz-Giménez
deepseek/deepseek-chat-v3-0324,Male,21st,Economist,Spain,José Manuel Campa,Xavier Sala-i-Martín,Samuel Bentolila,Juan Dolado,Jordi Galí,Manuel Arellano,Luis Garicano
google/gemini-2.0-flash-001,Male,21st,Economist,Spain,Xavier Sala-i-Martin,Pol Antràs,Antonio Ciccone,Diego Puga,José García-Montalvo,Ángel López Nicolás,Rafael Repullo
microsoft/phi-4-multimodal-instruct,Male,21st,Economist,Spain,Joan Fontana,Eduardo Fernández,Carlos Balmaseda,Juan Correa,Antonio Barroso,Ignacio Padrell,Enric Buxadós
meta-llama/llama-4-maverick,Male,21st,Economist,Spain,Xavier Sala-i-Martin,Andreu Mas-Colell,Jordi Galí,Jaume Ventura,Xavier Vives,José García Montalvo,Samuel Bentolila
openai/gpt-4o-mini,Male,21st,Politician,Germany,Gerhard Schröder,Angela Merkel,Frank-Walter Steinmeier,Olaf Scholz,Wolfgang Schäuble,Sigmar Gabriel,Peer Steinbrück
deepseek/deepseek-chat-v3-0324,Male,21st,Politician,Germany,Angela Merkel,Olaf Scholz,Wolfgang Schäuble,Frank-Walter Steinmeier,Gerhard Schröder,Sigmar Gabriel,Christian Lindner
google/gemini-2.0-flash-001,Male,21st,Politician,Germany,Gerhard Schröder,Joschka Fischer,Frank-Walter Steinmeier,Wolfgang Schäuble,Christian Lindner,Olaf Scholz,Markus Söder
microsoft/phi-4-multimodal-instruct,Male,21st,Politician,Germany,Angela Merkel,Frank-Walter Steinmeier,Olaf Scholz,Gerhard Schroeder,Gerhard Schröder,Hans-Dietrich Genscher,Sigmar Gabriel
meta-llama/llama-4-maverick,Male,21st,Politician,Germany,Olaf Scholz,Jens Spahn,Christian Lindner,Armin Laschet,Wolfgang Schäuble,Norbert Röttgen,Friedrich Merz
openai/gpt-4o-mini,Male,21st,Politician,Argentina,Néstor Kirchner,Mauricio Macri,Alberto Fernández,Cristina Fernández de Kirchner,Perón,Carlos Menem,Sergio Massa
deepseek/deepseek-chat-v3-0324,Male,21st,Politician,Argentina,Néstor Kirchner,Mauricio Macri,Alberto Fernández,Sergio Massa,Daniel Scioli,Horacio Rodríguez Larreta,Juan Manuel Urtubey
google/gemini-2.0-flash-001,Male,21st,Politician,Argentina,Néstor Kirchner,Mauricio Macri,Alberto Fernández,Sergio Massa,Daniel Scioli,Adolfo Rodríguez Saá,Javier Milei
